image_path,gender,articleType,baseColour
./images\15908.jpg,Men,Shirts,White
./images\21273.jpg,Unisex,Sunglasses,Black
./images\27186.jpg,Men,Trousers,Black
./images\8722.jpg,Men,Shirts,Green
./images\52375.jpg,Women,Nightdress,Yellow
./images\34118.jpg,Girls,Shorts,Black
./images\45274.jpg,Women,Wallets,Beige
./images\50543.jpg,Men,Briefs,White
./images\36322.jpg,Boys,Tshirts,White
./images\20552.jpg,Women,Belts,Black
./images\23041.jpg,Men,Trousers,Grey
./images\30313.jpg,Men,Tshirts,Off White
./images\10079.jpg,Unisex,Sandals,Black
./images\38781.jpg,Men,Casual Shoes,Olive
./images\3663.jpg,Men,Sports Shoes,Black
./images\3750.jpg,Men,Tshirts,Purple
./images\10795.jpg,Men,Shirts,Navy Blue
./images\32257.jpg,Women,Tops,Beige
./images\30902.jpg,Women,Lounge Pants,Blue
./images\41625.jpg,Men,Trousers,Black
./images\33918.jpg,Women,Watches,White
./images\2275.jpg,Men,Tshirts,White
./images\29559.jpg,Unisex,Casual Shoes,Black
./images\32198.jpg,Men,Kurtas,Grey
./images\57440.jpg,Women,Tshirts,Blue
./images\7841.jpg,Women,Sports Shoes,Grey
./images\59116.jpg,Men,Jackets,Olive
./images\43292.jpg,Women,Handbags,Pink
./images\13935.jpg,Women,Tshirts,Pink
./images\34380.jpg,Men,Tshirts,Orange
./images\32310.jpg,Men,Watches,Black
./images\47004.jpg,Women,Kurtas,Green
./images\20160.jpg,Men,Shirts,Grey
./images\37154.jpg,Men,Tshirts,Beige
./images\55255.jpg,Women,Kajal and Eyeliner,Teal
./images\43532.jpg,Women,Tops,Grey Melange
./images\8556.jpg,Men,Tshirts,Orange
./images\11838.jpg,Men,Casual Shoes,Blue
./images\46245.jpg,Women,Tunics,Beige
./images\28105.jpg,Men,Boxers,Black
./images\6526.jpg,Women,Track Pants,Black
./images\33987.jpg,Women,Scarves,Purple
./images\51982.jpg,Women,Nightdress,Pink
./images\17466.jpg,Women,Bra,White
./images\11116.jpg,Men,Shirts,Grey
./images\29950.jpg,Men,Watches,Black
./images\17489.jpg,Women,Flats,Off White
./images\9807.jpg,Men,Shirts,Black
./images\29607.jpg,Men,Shirts,Purple
./images\19176.jpg,Men,Shirts,Black
./images\5530.jpg,Men,Flip Flops,Black
./images\16797.jpg,Men,Shirts,Black
./images\22246.jpg,Men,Casual Shoes,Green
./images\23308.jpg,Women,Kurtas,Green
./images\34769.jpg,Women,Handbags,White
./images\42619.jpg,Women,Jewellery Set,Gold
./images\33654.jpg,Women,Flip Flops,Red
./images\48482.jpg,Women,Dresses,Red
./images\26827.jpg,Men,Trousers,Olive
./images\17206.jpg,Men,Sunglasses,Black
./images\37059.jpg,Women,Belts,Black
./images\40616.jpg,Women,Kurtas,Navy Blue
./images\31742.jpg,Men,Blazers,Black
./images\31862.jpg,Men,Watches,Black
./images\11233.jpg,Women,Jeans,Black
./images\37794.jpg,Men,Shirts,Brown
./images\59291.jpg,Men,Watches,Grey
./images\6241.jpg,Women,Tshirts,White
./images\15818.jpg,Men,Innerwear Vests,White
./images\31850.jpg,Men,Watches,Black
./images\20342.jpg,Men,Sweatshirts,Purple
./images\45159.jpg,Men,Watches,Black
./images\34179.jpg,Boys,Tshirts,Navy Blue
./images\7813.jpg,Unisex,Casual Shoes,Black
./images\7053.jpg,Men,Shirts,Blue
./images\28644.jpg,Women,Tshirts,Purple
./images\15733.jpg,Men,Sports Shoes,Black
./images\52807.jpg,Men,Wallets,Brown
./images\32367.jpg,Men,Watches,Black
./images\26733.jpg,Men,Deodorant,Gold
./images\54595.jpg,Women,Kurtas,Multi
./images\42949.jpg,Men,Belts,Brown
./images\7379.jpg,Men,Casual Shoes,Black
./images\23744.jpg,Men,Sunglasses,White
./images\9918.jpg,Unisex,Duffel Bag,Black
./images\14791.jpg,Women,Handbags,Grey
./images\20984.jpg,Men,Belts,Black
./images\36283.jpg,Women,Night suits,Grey
./images\38404.jpg,Women,Belts,Purple
./images\12808.jpg,Men,Jackets,Blue
./images\1648.jpg,Women,Backpacks,Pink
./images\1561.jpg,Women,Tshirts,White
./images\11175.jpg,Men,Sweaters,White
./images\2332.jpg,Men,Tshirts,White
./images\54918.jpg,Men,Shorts,Brown
./images\57661.jpg,Women,Nail Polish,Gold
./images\40997.jpg,Girls,Jeans,Black
./images\59262.jpg,Women,Watches,Silver
./images\38382.jpg,Men,Belts,Brown
./images\2870.jpg,Women,Heels,Red
./images\29263.jpg,Men,Sports Shoes,Black
./images\34439.jpg,Women,Tshirts,White
./images\7885.jpg,Men,Track Pants,Grey
./images\41975.jpg,Girls,Capris,White
./images\55956.jpg,Women,Mascara,Black
./images\32074.jpg,Men,Boxers,White
./images\7952.jpg,Men,Tshirts,Black
./images\15277.jpg,Men,Socks,Black
./images\11948.jpg,Men,Casual Shoes,Black
./images\12483.jpg,Men,Formal Shoes,Brown
./images\3823.jpg,Unisex,Sandals,White
./images\42908.jpg,Women,Belts,Black
./images\55655.jpg,Women,Heels,Olive
./images\44874.jpg,Men,Tshirts,Navy Blue
./images\13587.jpg,Men,Innerwear Vests,Grey
./images\51353.jpg,Women,Jeans,Navy Blue
./images\28361.jpg,Men,Sunglasses,Black
./images\4656.jpg,Women,Sports Sandals,Black
./images\37951.jpg,Women,Clutches,Red
./images\20578.jpg,Women,Mobile Pouch,Blue
./images\46600.jpg,Women,Heels,Silver
./images\14461.jpg,Women,Heels,Taupe
./images\19747.jpg,Women,Scarves,White
./images\6167.jpg,Men,Flip Flops,Black
./images\54901.jpg,Men,Tshirts,Olive
./images\42137.jpg,Men,Sports Shoes,White
./images\43476.jpg,Men,Casual Shoes,Khaki
./images\14771.jpg,Men,Shirts,Navy Blue
./images\39387.jpg,Men,Jeans,Blue
./images\43234.jpg,Men,Sports Shoes,White
./images\45299.jpg,Women,Watches,White
./images\18744.jpg,Women,Shirts,Blue
./images\2166.jpg,Men,Shirts,Blue
./images\18524.jpg,Women,Jackets,Black
./images\11641.jpg,Women,Watches,Black
./images\23691.jpg,Unisex,Wallets,Black
./images\15641.jpg,Men,Tshirts,White
./images\28277.jpg,Men,Sunglasses,Steel
./images\33469.jpg,Women,Belts,Gold
./images\3867.jpg,Men,Tshirts,Brown
./images\43981.jpg,Women,Perfume and Body Mist,Pink
./images\21217.jpg,Men,Flip Flops,White
./images\17773.jpg,Men,Belts,Brown
./images\18894.jpg,Women,Dresses,Black
./images\4687.jpg,Unisex,Backpacks,Black
./images\9272.jpg,Men,Flip Flops,Blue
./images\40614.jpg,Women,Kurtas,Red
./images\55517.jpg,Unisex,Hair Colour,Black
./images\38292.jpg,Men,Wallets,Brown
./images\18391.jpg,Men,Briefs,White
./images\27350.jpg,Women,Tshirts,Purple
./images\23577.jpg,Men,Perfume and Body Mist,Orange
./images\15746.jpg,Men,Sports Shoes,White
./images\30791.jpg,Men,Kurtas,Gold
./images\34974.jpg,Women,Stoles,Multi
./images\30797.jpg,Men,Shirts,Black
./images\7006.jpg,Men,Tshirts,Black
./images\59923.jpg,Women,Kurtas,Cream
./images\5575.jpg,Girls,Skirts,Green
./images\32445.jpg,Men,Shorts,Black
./images\2648.jpg,Women,Handbags,Brown
./images\15544.jpg,Women,Heels,Black
./images\3881.jpg,Men,Tshirts,Navy Blue
./images\57344.jpg,Women,Bra,Purple
./images\29241.jpg,Men,Sports Shoes,White
./images\5101.jpg,Men,Tshirts,White
./images\27973.jpg,Men,Innerwear Vests,Green
./images\4783.jpg,Women,Tshirts,White
./images\56696.jpg,Men,Kurtas,Teal
./images\27379.jpg,Men,Jeans,Blue
./images\12940.jpg,Men,Shirts,Green
./images\27677.jpg,Women,Handbags,Blue
./images\19577.jpg,Women,Tops,Olive
./images\52881.jpg,Women,Sarees,Green
./images\59922.jpg,Women,Kurtas,White
./images\57525.jpg,Men,Casual Shoes,Brown
./images\18527.jpg,Boys,Watches,Blue
./images\32308.jpg,Women,Watches,Pink
./images\6192.jpg,Men,Tshirts,White
./images\48869.jpg,Women,Pendant,Silver
./images\35448.jpg,Girls,Tops,Red
./images\48153.jpg,Women,Wallets,Teal
./images\2803.jpg,Men,Sandals,Beige
./images\52187.jpg,Women,Earrings,Silver
./images\9520.jpg,Men,Shirts,Purple
./images\8810.jpg,Men,Shirts,Blue
./images\26122.jpg,Men,Shirts,Blue
./images\27821.jpg,Men,Belts,Black
./images\22999.jpg,Men,Lounge Pants,Black
./images\45984.jpg,Women,Sarees,White
./images\38677.jpg,Women,Wallets,White
./images\47635.jpg,Women,Heels,Pink
./images\57298.jpg,Women,Heels,Beige
./images\38487.jpg,Women,Belts,Black
./images\28605.jpg,Men,Sports Shoes,Black
./images\21925.jpg,Women,Kurtas,Blue
./images\32218.jpg,Women,Kurtas,Red
./images\42402.jpg,Women,Jeans,Blue
./images\7621.jpg,Women,Socks,Purple
./images\33879.jpg,Men,Watches,Black
./images\44886.jpg,Men,Tshirts,Black
./images\26281.jpg,Men,Tshirts,Black
./images\19311.jpg,Men,Casual Shoes,White
./images\13423.jpg,Men,Tshirts,Navy Blue
./images\59185.jpg,Men,Sandals,Grey
./images\24325.jpg,Unisex,Backpacks,Navy Blue
./images\51629.jpg,Women,Watches,White
./images\32011.jpg,Men,Socks,Black
./images\12621.jpg,Men,Tshirts,Grey
./images\47598.jpg,Women,Heels,Black
./images\44194.jpg,Women,Flip Flops,Gold
./images\15637.jpg,Men,Tshirts,Black
./images\7009.jpg,Men,Tshirts,Red
./images\22665.jpg,Unisex,Waist Pouch,Green
./images\42652.jpg,Women,Kurtas,Black
./images\5264.jpg,Unisex,Messenger Bag,Black
./images\22197.jpg,Men,Casual Shoes,Brown
./images\46391.jpg,Men,Tshirts,Black
./images\25829.jpg,Women,Kurtas,Green
./images\45271.jpg,Men,Watches,Black
./images\46090.jpg,Men,Sports Shoes,Black
./images\36700.jpg,Women,Perfume and Body Mist,White
./images\31324.jpg,Women,Kurtas,Blue
./images\23249.jpg,Men,Formal Shoes,Black
./images\52993.jpg,Women,Sarees,Blue
./images\54169.jpg,Women,Necklace and Chains,Brown
./images\49545.jpg,Women,Handbags,Gold
./images\20512.jpg,Women,Handbags,Teal
./images\9993.jpg,Women,Leggings,Beige
./images\28285.jpg,Men,Sunglasses,Black
./images\29682.jpg,Men,Trousers,Grey
./images\20232.jpg,Women,Sweaters,Blue
./images\59684.jpg,Women,Briefs,Magenta
./images\53695.jpg,Women,Handbags,Beige
./images\36444.jpg,Men,Casual Shoes,White
./images\17362.jpg,Men,Accessory Gift Set,Maroon
./images\41300.jpg,Girls,Tshirts,Green
./images\18022.jpg,Women,Belts,White
./images\57500.jpg,Men,Sandals,Brown
./images\53425.jpg,Women,Kurtas,Teal
./images\58320.jpg,Men,Socks,White
./images\36019.jpg,Men,Belts,Brown
./images\24942.jpg,Girls,Tops,Black
./images\23319.jpg,Women,Kurtas,Brown
./images\44567.jpg,Men,Sandals,Brown
./images\57567.jpg,Women,Lipstick,Pink
./images\38168.jpg,Women,Sunglasses,Black
./images\45568.jpg,Girls,Tops,White
./images\49603.jpg,Women,Heels,Pink
./images\28372.jpg,Men,Sunglasses,Black
./images\31488.jpg,Men,Trousers,Black
./images\55052.jpg,Women,Lipstick,Purple
./images\15099.jpg,Women,Kurtas,Green
./images\48472.jpg,Women,Dresses,Black
./images\16290.jpg,Men,Tshirts,Yellow
./images\44382.jpg,Men,Deodorant,Green
./images\23972.jpg,Men,Tshirts,Green
./images\59455.jpg,Women,Ring,Silver
./images\55145.jpg,Women,Nail Polish,Metallic
./images\19332.jpg,Women,Jackets,Black
./images\8104.jpg,Women,Watches,Black
./images\13191.jpg,Men,Casual Shoes,Green
./images\5262.jpg,Unisex,Backpacks,Blue
./images\11545.jpg,Women,Kurtas,Green
./images\4972.jpg,Men,Shirts,Green
./images\36052.jpg,Unisex,Handbags,Khaki
./images\43151.jpg,Men,Watches,Steel
./images\25379.jpg,Men,Innerwear Vests,Black
./images\20395.jpg,Women,Wallets,Purple
./images\26605.jpg,Women,Sports Shoes,Black
./images\46409.jpg,Men,Tshirts,Blue
./images\13965.jpg,Men,Tshirts,Blue
./images\29885.jpg,Women,Sunglasses,Brown
./images\42060.jpg,Unisex,Mobile Pouch,Black
./images\33626.jpg,Women,Wallets,Orange
./images\15971.jpg,Men,Shirts,Green
./images\57507.jpg,Men,Sandals,Black
./images\14462.jpg,Women,Heels,Gold
./images\7097.jpg,Unisex,Backpacks,Blue
./images\53561.jpg,Unisex,Watches,Pink
./images\44807.jpg,Women,Tops,White
./images\22109.jpg,Men,Sports Shoes,White
./images\43904.jpg,Men,Shirts,Blue
./images\26997.jpg,Women,Jeans,Blue
./images\58539.jpg,Men,Sunglasses,Black
./images\3901.jpg,Girls,Skirts,Blue
./images\14055.jpg,Men,Shirts,Green
./images\15837.jpg,Women,Kurtas,Cream
./images\4516.jpg,Women,Sports Shoes,White
./images\30822.jpg,Women,Churidar,Black
./images\36952.jpg,Women,Casual Shoes,White
./images\31941.jpg,Women,Casual Shoes,Grey
./images\30548.jpg,Men,Socks,White
./images\27164.jpg,Men,Shirts,Blue
./images\38795.jpg,Men,Tshirts,White
./images\24364.jpg,Women,Kurtas,Green
./images\39003.jpg,Boys,Tshirts,White
./images\52347.jpg,Women,Nightdress,Pink
./images\47304.jpg,Women,Clutches,Green
./images\59653.jpg,Women,Sarees,Green
./images\34199.jpg,Men,Track Pants,Charcoal
./images\57447.jpg,Women,Tshirts,White
./images\39229.jpg,Women,Shirts,Black
./images\39456.jpg,Women,Kurtas,White
./images\50899.jpg,Women,Sarees,Beige
./images\48154.jpg,Women,Wallets,Green
./images\15970.jpg,Men,Shirts,Navy Blue
./images\47125.jpg,Boys,Casual Shoes,Blue
./images\9922.jpg,Women,Handbags,White
./images\32535.jpg,Men,Perfume and Body Mist,Black
./images\18767.jpg,Men,Ties,Purple
./images\22538.jpg,Women,Briefs,Grey
./images\37304.jpg,Men,Watches,Brown
./images\2661.jpg,Women,Handbags,Pink
./images\54151.jpg,Women,Necklace and Chains,Gold
./images\32814.jpg,Women,Flip Flops,Cream
./images\19667.jpg,Women,Tops,Lavender
./images\16281.jpg,Men,Sweatshirts,Grey
./images\50428.jpg,Unisex,Messenger Bag,Khaki
./images\50151.jpg,Women,Heels,Black
./images\43100.jpg,Men,Deodorant,Black
./images\8228.jpg,Men,Messenger Bag,Red
./images\40287.jpg,Unisex,Sandals,Yellow
./images\28769.jpg,Women,Kurtis,White
./images\6300.jpg,Women,Tshirts,Green
./images\45748.jpg,Women,Kurtas,Lavender
./images\30814.jpg,Women,Leggings,Purple
./images\2310.jpg,Men,Tshirts,Red
./images\4780.jpg,Women,Tshirts,Pink
./images\28184.jpg,Men,Sunglasses,Black
./images\2037.jpg,Men,Tshirts,Black
./images\28302.jpg,Men,Sunglasses,Purple
./images\23830.jpg,Unisex,Flip Flops,Blue
./images\37972.jpg,Women,Flats,Black
./images\41521.jpg,Men,Socks,Navy Blue
./images\48211.jpg,Men,Sunglasses,Brown
./images\39274.jpg,Men,Casual Shoes,Tan
./images\14301.jpg,Men,Tshirts,Grey
./images\57355.jpg,Women,Bra,Black
./images\50871.jpg,Women,Sarees,Mustard
./images\10859.jpg,Men,Tshirts,Navy Blue
./images\6540.jpg,Men,Tshirts,Green
./images\28421.jpg,Men,Sunglasses,Black
./images\3476.jpg,Men,Tshirts,Blue
./images\26093.jpg,Men,Shirts,Blue
./images\53106.jpg,Women,Earrings,Silver
./images\52863.jpg,Women,Earrings,Green
./images\23900.jpg,Unisex,Sandals,Black
./images\13319.jpg,Men,Shirts,Green
./images\16115.jpg,Men,Sandals,Navy Blue
./images\9635.jpg,Men,Shirts,White
./images\10312.jpg,Women,Watches,Silver
./images\9519.jpg,Men,Shirts,Maroon
./images\4117.jpg,Unisex,Casual Shoes,White
./images\19004.jpg,Women,Jackets,Red
./images\31891.jpg,Women,Stoles,Green
./images\44401.jpg,Men,Sports Shoes,Black
./images\10570.jpg,Men,Tshirts,Orange
./images\48445.jpg,Men,Tshirts,Grey
./images\11000.jpg,Men,Watches,Black
./images\30858.jpg,Women,Kurtas,Black
./images\7796.jpg,Men,Tshirts,Grey
./images\8924.jpg,Men,Belts,Black
./images\44454.jpg,Women,Heels,Black
./images\8337.jpg,Boys,Tshirts,Red
./images\14524.jpg,Men,Shirts,Grey
./images\28444.jpg,Women,Handbags,Green
./images\9951.jpg,Women,Tshirts,Blue
./images\18856.jpg,Men,Tshirts,White
./images\23815.jpg,Men,Casual Shoes,Black
./images\13605.jpg,Men,Innerwear Vests,White
./images\11193.jpg,Men,Watches,White
./images\8658.jpg,Unisex,Sunglasses,Brown
./images\38823.jpg,Women,Shirts,Navy Blue
./images\35998.jpg,Boys,Tshirts,White
./images\55633.jpg,Women,Heels,Gold
./images\33904.jpg,Men,Watches,White
./images\19172.jpg,Men,Tshirts,Navy Blue
./images\42654.jpg,Women,Kurtas,White
./images\27026.jpg,Women,Shorts,Blue
./images\44745.jpg,Men,Casual Shoes,White
./images\13324.jpg,Men,Shirts,Blue
./images\49298.jpg,Women,Socks,Pink
./images\31649.jpg,Men,Shirts,Blue
./images\49149.jpg,Women,Lip Liner,Brown
./images\40187.jpg,Women,Kurtis,Blue
./images\56281.jpg,Women,Bra,Purple
./images\44093.jpg,Men,Perfume and Body Mist,Grey
./images\15057.jpg,Men,Formal Shoes,Black
./images\8186.jpg,Men,Shirts,Grey
./images\39527.jpg,Unisex,Travel Accessory,Black
./images\31687.jpg,Women,Casual Shoes,White
./images\2010.jpg,Men,Tshirts,Green
./images\47632.jpg,Women,Casual Shoes,Red
./images\18006.jpg,Women,Track Pants,Black
./images\50327.jpg,Women,Kurtas,Brown
./images\3103.jpg,Men,Tshirts,Navy Blue
./images\57059.jpg,Women,Dresses,Red
./images\52690.jpg,Women,Watches,Rose
./images\34069.jpg,Women,Flats,Black
./images\19249.jpg,Women,Watches,Silver
./images\11230.jpg,Women,Watches,White
./images\15079.jpg,Women,Tunics,Green
./images\25620.jpg,Men,Watches,Black
./images\16050.jpg,Men,Shirts,Navy Blue
./images\32035.jpg,Men,Socks,Grey
./images\22786.jpg,Men,Jeans,Blue
./images\28029.jpg,Men,Briefs,Navy Blue
./images\38337.jpg,Girls,Tops,Yellow
./images\26796.jpg,Men,Shirts,Blue
./images\48369.jpg,Men,Shirts,Black
./images\48129.jpg,Women,Wallets,Mustard
./images\45710.jpg,Women,Perfume and Body Mist,White
./images\39889.jpg,Men,Sports Shoes,White
./images\33446.jpg,Women,Wallets,Red
./images\32901.jpg,Women,Trousers,White
./images\34165.jpg,Girls,Tops,White
./images\35488.jpg,Men,Formal Shoes,Brown
./images\32718.jpg,Men,Briefs,Grey
./images\2318.jpg,Men,Tshirts,Black
./images\35525.jpg,Girls,Casual Shoes,Pink
./images\40317.jpg,Men,Sandals,Black
./images\16893.jpg,Unisex,Sunglasses,Black
./images\37686.jpg,Unisex,Backpacks,Grey
./images\25232.jpg,Women,Handbags,Blue
./images\26030.jpg,Men,Perfume and Body Mist,Silver
./images\37636.jpg,Girls,Tshirts,Red
./images\28705.jpg,Women,Kurtas,Peach
./images\5373.jpg,Women,Sports Shoes,Pink
./images\17421.jpg,Men,Watches,Steel
./images\57102.jpg,Women,Tops,White
./images\26673.jpg,Men,Flip Flops,Navy Blue
./images\51267.jpg,Men,Belts,Brown
./images\39517.jpg,Unisex,Laptop Bag,Black
./images\31597.jpg,Men,Tshirts,Black
./images\11169.jpg,Men,Sweaters,Green
./images\14806.jpg,Women,Handbags,Purple
./images\46434.jpg,Men,Watches,Blue
./images\7734.jpg,Unisex,Caps,Black
./images\18039.jpg,Women,Handbags,Grey
./images\32295.jpg,Men,Watches,White
./images\40557.jpg,Men,Watches,White
./images\46385.jpg,Men,Tshirts,Green
./images\59165.jpg,Women,Flats,Pink
./images\4143.jpg,Men,Casual Shoes,White
./images\11567.jpg,Women,Kurtas,Purple
./images\52371.jpg,Women,Nightdress,Blue
./images\40111.jpg,Unisex,Caps,Black
./images\57704.jpg,Women,Face Moisturisers,Cream
./images\16995.jpg,Women,Sports Sandals,Black
./images\19975.jpg,Men,Tshirts,Red
./images\29225.jpg,Men,Flip Flops,Navy Blue
./images\8142.jpg,Women,Watches,Black
./images\57791.jpg,Women,Compact,Skin
./images\52609.jpg,Women,Clutches,Purple
./images\52654.jpg,Women,Handbags,Beige
./images\45098.jpg,Women,Briefs,Pink
./images\27449.jpg,Women,Bra,Pink
./images\46509.jpg,Men,Watches,Black
./images\46472.jpg,Men,Watches,Brown
./images\37549.jpg,Girls,Booties,Pink
./images\8437.jpg,Women,Tops,Grey
./images\46303.jpg,Men,Perfume and Body Mist,Olive
./images\9229.jpg,Men,Shirts,Blue
./images\39021.jpg,Men,Watches,Navy Blue
./images\25489.jpg,Men,Casual Shoes,White
./images\22074.jpg,Women,Kurtas,Black
./images\10366.jpg,Women,Skirts,Black
./images\33754.jpg,Women,Tops,Orange
./images\26135.jpg,Men,Trousers,Beige
./images\22263.jpg,Women,Heels,Bronze
./images\57953.jpg,Women,Sarees,Purple
./images\11284.jpg,Men,Jeans,Blue
./images\4944.jpg,Men,Shirts,White
./images\48479.jpg,Women,Dresses,Black
./images\6748.jpg,Men,Sports Shoes,White
./images\24659.jpg,Men,Socks,Black
./images\52766.jpg,Women,Handbags,Black
./images\5544.jpg,Men,Tshirts,Yellow
./images\46599.jpg,Women,Heels,Tan
./images\12617.jpg,Men,Casual Shoes,Brown
./images\8596.jpg,Men,Tshirts,Navy Blue
./images\30534.jpg,Women,Bra,Pink
./images\1868.jpg,Men,Tshirts,White
./images\22850.jpg,Men,Casual Shoes,Brown
./images\19571.jpg,Men,Tshirts,Black
./images\5299.jpg,Unisex,Backpacks,Red
./images\20713.jpg,Men,Casual Shoes,Black
./images\54549.jpg,Women,Tunics,Multi
./images\28592.jpg,Men,Wallets,Khaki
./images\33585.jpg,Men,Tshirts,Blue
./images\13652.jpg,Men,Sports Shoes,White
./images\9138.jpg,Men,Flip Flops,Blue
./images\3265.jpg,Men,Tshirts,Blue
./images\47047.jpg,Women,Salwar,Purple
./images\9170.jpg,Men,Jeans,Blue
./images\53439.jpg,Men,Flip Flops,Black
./images\44510.jpg,Unisex,Casual Shoes,Black
./images\21047.jpg,Women,Heels,White
./images\15962.jpg,Men,Jackets,Khaki
./images\14170.jpg,Men,Belts,Black
./images\2970.jpg,Men,Tshirts,White
./images\54711.jpg,Women,Kurtas,White
./images\38447.jpg,Women,Mobile Pouch,Brown
./images\6790.jpg,Men,Tshirts,Blue
./images\32645.jpg,Men,Track Pants,Navy Blue
./images\15516.jpg,Men,Flip Flops,Navy Blue
./images\15102.jpg,Women,Kurtas,Navy Blue
./images\47153.jpg,Girls,Capris,Pink
./images\44292.jpg,Men,Shirts,Green
./images\43320.jpg,Women,Tshirts,Peach
./images\51573.jpg,Women,Watches,Silver
./images\44192.jpg,Women,Flip Flops,Pink
./images\25740.jpg,Men,Wallets,Black
./images\6282.jpg,Men,Tshirts,Grey
./images\45574.jpg,Men,Formal Shoes,Black
./images\17159.jpg,Men,Shirts,Blue
./images\50542.jpg,Men,Briefs,Red
./images\24042.jpg,Men,Tshirts,Black
./images\5257.jpg,Unisex,Backpacks,Purple
./images\23610.jpg,Women,Deodorant,White
./images\11738.jpg,Men,Tshirts,Blue
./images\23079.jpg,Men,Shirts,Green
./images\48071.jpg,Men,Tshirts,Grey
./images\54133.jpg,Women,Heels,Black
./images\48474.jpg,Women,Dresses,Black
./images\27775.jpg,Men,Wallets,Black
./images\15925.jpg,Unisex,Backpacks,Black
./images\44614.jpg,Men,Sports Shoes,Black
./images\2401.jpg,Men,Tshirts,White
./images\37906.jpg,Unisex,Perfume and Body Mist,Gold
./images\7515.jpg,Women,Tshirts,White
./images\19598.jpg,Women,Tops,Purple
./images\48175.jpg,Women,Handbags,Black
./images\55540.jpg,Women,Eyeshadow,Copper
./images\53753.jpg,Men,Shorts,Red
./images\26214.jpg,Men,Perfume and Body Mist,Grey
./images\29927.jpg,Men,Watches,Grey
./images\12827.jpg,Men,Shirts,White
